0,1,2
24.77520763755932,3.3932142223486457,28.430245964442406
24.140540033556096,3.09148034305894,28.498319157351066
23.435461923185308,2.814800126963416,28.386604072604992
22.680833353485134,2.636201173076657,28.13179270472872
21.905441755336852,2.5977814288907437,27.796933424826612
21.140458334945052,2.704388617636582,27.459219710926245
20.406276870922184,2.9345183243076502,27.169819273907873
19.715346434955187,3.252481361394097,26.964973527923195
19.06854632929123,3.6091777185898626,26.858421827961877
18.459836638217702,3.966358276465877,26.845453822638593
17.879838679313348,4.292983224224226,26.913827316972338
17.31479236091075,4.5669661539974715,27.039367840767646
16.747478396208766,4.77616992023114,27.18748581319221
16.166247938923874,4.923373599453925,27.331359016976563
15.562156099032912,5.018240287238363,27.44858819361972
14.929802492882192,5.073884328420511,27.521849706891313
14.268031541176143,5.107168574787037,27.54009080681451
13.57899725040891,5.137774147124253,27.499310192088313
12.867540046816469,5.180297394523555,27.401179103914572
12.141016084779572,5.2443916240362,27.248112479321524
11.406215211373592,5.337375721044335,27.044585589655494
10.66928848833209,5.464252956745809,26.797190477902888
9.935748192043736,5.627710988154236,26.514635958689826
9.21013116506421,5.826718640551308,26.205615388746192
8.496499787544632,6.05551705272789,25.870853105789287
7.798345914220885,6.308696412607048,25.5089989344158
7.117373601079943,6.580568238995091,25.118714786996183
6.45348510677525,6.865137623785595,24.698662302542356
5.804780892623992,7.156103231960743,24.24750284670572
5.167559622612759,7.446857301588884,23.763897511780762
4.536464141366965,7.7305159331199125,23.245956553212583
3.9084100446322307,7.998810390501003,22.68645462753065
3.282096849340866,8.240683576199338,22.07740574225482
2.6530052058564184,8.4437785785761,21.412212726310933
2.0131393388417247,8.594582983496153,20.685449037791734
1.3510270472642616,8.678428874326281,19.892858763962526
0.6539270824751003,8.676051151405373,19.030938259973667
-0.08618301008528095,8.558347623330585,18.091962352113935
-0.8824200757824139,8.28905216971328,17.072403274188876
-1.7560720600939703,7.823040347062721,15.97759918905942
-2.7366368764043316,7.1064670664203,14.822018033932222
-3.860534556697365,6.076079582923601,13.639868483155714
-5.161176211718079,4.624731792153496,12.463334124795383
-6.685233790873765,2.6411916586985997,11.386921020320546
-8.49807521380572,0.02656583016632741,10.592472234806937
-10.679887322864138,-3.297734305842507,10.346379623721674
-13.293194191977914,-7.338183554616993,11.052114896881971
-16.375237687295225,-11.888621314492443,13.287027347784313
-19.86125041309255,-16.206293497218944,17.592628259891704
-23.528605755012943,-18.976304591344352,24.21830740147492
-26.90000968904257,-18.4227828717809,32.333767569941344
-29.303985223208766,-13.467516921632367,39.60487699874985
-30.15611631970652,-5.155171275411812,43.005992514111355
-29.410148967676893,3.5403288026753446,41.165534702080734
-27.59290253525902,9.38461794640204,35.24085273644002
-25.572882415149746,11.109944313150537,27.933642876543242
-24.103475973486372,9.201496516256249,21.456420832955676
-23.634097098933562,4.795973067107806,17.029993459353342
-24.33764046564559,-1.0362529403191876,15.2660206309844
-26.149600366646364,-7.178281860162167,16.522923602878105
-28.805995492854844,-12.171311335273522,20.97805759883236
-31.758086936913646,-14.12993279607513,27.856359169499118
-34.2462428894936,-11.51031176021967,34.910800239670074
-35.530487709067536,-4.879133547166458,38.82029631378644
-35.35424640356299,2.6713089813043918,37.48085572798257
-34.18664945870303,7.391288442878578,31.872098546642185
-32.9190702249272,7.546351521460264,25.087954284239647
-32.36578964754959,3.7360070114470263,20.04107314410344
-32.95476110936997,-2.20137294669982,18.494288201841368
-34.64091777062767,-7.903312271355052,20.957743621352037
-36.95003771619358,-10.811002725350773,26.65543039860836
-39.060675042870606,-9.146715680810097,32.960736683245905
-40.18297598860472,-3.4498523340996012,36.260307067664534
-40.05538387546895,2.8250363608459494,34.49666947246053
-39.17607785589408,5.869824203143309,29.05192606375867
-38.438958122144946,4.298722908717446,23.430450531637266
-38.56181553446971,-0.5584878510227551,20.704386284434534
-39.730822538870186,-5.888520617719991,22.188567500631414
-41.54516265426737,-8.62856846703254,27.052810178835543
-43.209669870712546,-6.886995084421147,32.3698218062616
-43.97927960116189,-1.7305465511663938,34.457639623411
-43.72559231901992,3.105008785355035,31.89178757803072
-43.036324063614074,4.249025799483753,26.805412388004886
-42.745679858774636,1.2851900055133867,22.880234470133068
-43.34000579657784,-3.506154024898289,22.633715454867687
-44.6759827202801,-6.79078162186168,26.11184693223604
-46.08803448592645,-6.182105625686835,30.80830332466495
-46.843730010362684,-2.104518977996919,33.113974687809126
-46.708146748106564,2.1076299301314316,31.22461884284489
-46.163838450675854,3.1056791388619,26.93258944520739
-45.95786052204556,0.41142046084873607,23.750169561202807
-46.507893567699405,-3.654879090811825,24.01748018839756
-47.61652549245825,-5.872231686400683,27.392620338481052
-48.638487098162315,-4.441949362002473,31.08749825459649
-48.99304179242547,-0.6426526794037675,31.93537525702749
-48.67912436302855,2.1332066524358693,29.345059204886127
-48.25231127688676,1.6101243859561714,25.780907651705782
-48.30575983464609,-1.5040528208126533,24.295982723912676
-48.975227198615535,-4.44435433229773,26.003297148677145
-49.85482651151855,-4.6920521607661945,29.319742605873962
-50.356112970971594,-2.095084145713866,31.261552555439234
-50.23022225700669,0.8765580855004496,30.117010763449848
-49.7966899509136,1.5159309192635775,27.136589656952207
-49.607178252854055,-0.5454040998239847,25.10318214564575
-49.94091189033253,-3.306972343176199,25.73255151770958
-50.58280864020495,-4.270272307152763,28.332506272441645
-51.0325954286723,-2.6292775525523617,30.448939204345603
-50.9730145161892,-0.026936951306993695,30.14629786056126
-50.557913877341164,1.0656116623659178,27.86414205986284
-50.239740330330896,-0.22205069618112988,25.841276815808175
-50.329272789072405,-2.5508024909206957,25.87087995094674
-50.733372411847576,-3.7603580887026755,27.80332128706614
-51.0605612196626,-2.7918215317501653,29.775249975887046
-50.99103654007413,-0.6643175616043291,29.947269033601376
-50.57692507859711,0.5709166528872471,28.28824057882785
-50.16393198716055,-0.13686551915414602,26.457015335412965
-50.050596528287535,-1.9979138969290797,26.103105732374566
-50.22968573258681,-3.2765916783071276,27.445200510800788
-50.41268906703452,-2.8577470456212954,29.170172107132586
-50.30892704095881,-1.2283319648018842,29.696117553761667
-49.88719473505146,0.05345484939249523,28.62903831089477
-49.387711615559176,-0.1288179440626377,27.050906345366847
-49.08109901641414,-1.4937705156156935,26.378049049927803
-49.03157873994922,-2.782033560622143,27.114636463139153
-49.06229684256088,-2.8990120901330907,28.535920343304227
-48.920715217288205,-1.823065981656,29.36904172488018
-48.50333163566452,-0.5726068054906077,28.938567028897843
-47.934878433674164,-0.22827201827734636,27.71436075824532
-47.439420345321906,-0.9983904905872292,26.778667143622503
-47.14470056924551,-2.171940070764488,26.85663141495803
-46.99376162132731,-2.790895812126172,27.813676511114974
-46.800415894313865,-2.4068922407971605,28.81534316211774
